scores	norm_scores	matrix	labels	gap	ext
33.0	0.336734693877551	BLOSUM62	0	15	3
319.0	1.9216867469879517	BLOSUM62	0	15	3
749.0	7.415841584158416	BLOSUM62	0	15	3
244.0	2.0165289256198347	BLOSUM62	0	15	3
36.0	0.36363636363636365	BLOSUM62	0	15	3
401.0	7.862745098039215	BLOSUM62	0	15	3
613.0	30.65	BLOSUM62	0	15	3
791.0	4.163157894736842	BLOSUM62	0	15	3
410.0	1.6872427983539096	BLOSUM62	0	15	3
943.0	12.743243243243244	BLOSUM62	0	15	3
223.0	2.477777777777778	BLOSUM62	0	15	3
153.0	0.8742857142857143	BLOSUM62	0	15	3
357.0	1.6153846153846154	BLOSUM62	0	15	3
67.0	0.8481012658227848	BLOSUM62	0	15	3
45.0	0.2903225806451613	BLOSUM62	0	15	3
894.0	6.824427480916031	BLOSUM62	0	15	3
88.0	0.3893805309734513	BLOSUM62	0	15	3
383.0	4.402298850574713	BLOSUM62	0	15	3
133.0	0.5564853556485355	BLOSUM62	0	15	3
166.0	1.070967741935484	BLOSUM62	0	15	3
391.0	3.0546875	BLOSUM62	0	15	3
574.0	5.797979797979798	BLOSUM62	0	15	3
175.0	2.3972602739726026	BLOSUM62	0	15	3
184.0	2.7058823529411766	BLOSUM62	0	15	3
119.0	3.3055555555555554	BLOSUM62	0	15	3
105.0	0.860655737704918	BLOSUM62	0	15	3
129.0	1.1727272727272726	BLOSUM62	0	15	3
148.0	2.176470588235294	BLOSUM62	0	15	3
92.0	2.4864864864864864	BLOSUM62	0	15	3
810.0	17.23404255319149	BLOSUM62	0	15	3
586.0	4.2773722627737225	BLOSUM62	0	15	3
413.0	3.251968503937008	BLOSUM62	0	15	3
499.0	2.114406779661017	BLOSUM62	0	15	3
62.0	1.0333333333333334	BLOSUM62	0	15	3
493.0	8.216666666666667	BLOSUM62	0	15	3
522.0	20.076923076923077	BLOSUM62	0	15	3
285.0	6.951219512195122	BLOSUM62	0	15	3
419.0	4.554347826086956	BLOSUM62	0	15	3
64.0	0.4507042253521127	PAM100	1	15	3
65.0	0.6132075471698113	PAM100	1	15	3
90.0	0.743801652892562	PAM100	1	15	3
65.0	0.7831325301204819	PAM100	1	15	3
23.0	0.1554054054054054	PAM100	1	15	3
108.0	2.511627906976744	PAM100	1	15	3
633.0	2.160409556313993	PAM100	1	15	3
59.0	0.6082474226804123	PAM100	1	15	3
142.0	1.5777777777777777	PAM100	1	15	3
35.0	0.38461538461538464	PAM100	1	15	3
68.0	0.68	PAM100	1	15	3
30.0	0.2912621359223301	PAM100	1	15	3
64.0	0.35359116022099446	PAM100	1	15	3
163.0	1.2442748091603053	PAM100	1	15	3
15.0	0.15151515151515152	PAM100	1	15	3
57.0	0.32571428571428573	PAM100	1	15	3
177.0	1.1879194630872483	PAM100	1	15	3
1581.0	5.133116883116883	PAM100	1	15	3
157.0	0.6305220883534136	PAM100	1	15	3
380.0	1.1875	PAM100	1	15	3
183.0	0.5922330097087378	PAM100	1	15	3
177.0	0.7137096774193549	PAM100	1	15	3
41.0	0.20918367346938777	PAM100	1	15	3
39.0	0.21666666666666667	PAM100	1	15	3
99.0	1.2692307692307692	PAM100	1	15	3
251.0	1.5886075949367089	PAM100	1	15	3
92.0	0.2893081761006289	PAM100	1	15	3
141.0	0.6778846153846154	PAM100	1	15	3
401.0	2.7655172413793103	PAM100	1	15	3
