	true	false	gap	ext	matrix	t_min	f_min
376	0.7	0.86	17	4	PAM100	1.3997701374110765	5.508706558885706
377	0.7	0.84	18	4	PAM100	1.4008495056139132	5.500234126343131
378	0.7	0.84	19	4	PAM100	1.4013388719778295	5.500470169652159
379	0.7	0.84	20	4	PAM100	1.4029350315485387	5.502795850452851
380	0.7	0.62	1	5	PAM100	4.428265409763532	8.859122680619434
381	0.7	0.64	2	5	PAM100	4.084954566215562	8.685236485116302
382	0.7	0.64	3	5	PAM100	3.747771327798264	8.379254644119706
383	0.7	0.64	4	5	PAM100	3.4175974696936913	8.080071011278093
384	0.7	0.74	5	5	PAM100	3.0969568619654915	8.269312361915075
385	0.7	0.76	6	5	PAM100	2.789042876538824	8.114788792348566
386	0.7	0.78	7	5	PAM100	2.5000322856540276	7.876493329026707
387	0.7	0.78	8	5	PAM100	2.260628625332685	7.58009699846873
388	0.7	0.8	9	5	PAM100	2.0404052907477572	7.363608734199385
389	0.7	0.86	10	5	PAM100	1.8888971521641584	7.248724896836478
390	0.7	0.84	11	5	PAM100	1.8020856628064998	7.16863238227452
391	0.7	0.84	12	5	PAM100	1.8365536454877545	7.0782076392375135
392	0.7	0.86	13	5	PAM100	1.781879161753149	7.032189858256663
393	0.7	0.9	14	5	PAM100	1.7790274482374513	7.072369475555211
394	0.7	0.88	15	5	PAM100	1.7519372000065945	7.015191661516833
395	0.7	0.9	16	5	PAM100	1.7321002201234337	6.995826363195815
396	0.7	0.9	17	5	PAM100	1.7208123566366025	6.964955173250832
397	0.7	0.9	18	5	PAM100	1.7126994516134704	6.940894271172578
398	0.7	0.9	19	5	PAM100	1.7074692618157092	6.9260635186658
399	0.7	0.9	20	5	PAM100	1.7034946571028236	6.914989682447226
400	0.7	0.52	1	1	BLOSUM50	1.584754960683446	1.6848341682491008
401	0.7	0.56	2	1	BLOSUM50	1.2737099680062685	1.85254653020224
402	0.7	0.58	3	1	BLOSUM50	1.1636237959289748	1.8366178745105761
403	0.7	0.58	4	1	BLOSUM50	1.082880787365969	1.783287418228494
404	0.7	0.58	5	1	BLOSUM50	1.026051802428813	1.741344257274012
405	0.7	0.62	6	1	BLOSUM50	0.9875810346729977	1.818482596797917
406	0.68	0.62	7	1	BLOSUM50	0.9378945172525244	1.797395190533363
407	0.7	0.62	8	1	BLOSUM50	0.9552509196564682	1.78003332495238
408	0.68	0.62	9	1	BLOSUM50	0.9119126086328443	1.768361812004074
409	0.7	0.62	10	1	BLOSUM50	0.9318331533680051	1.7609889490939614
410	0.7	0.6	11	1	BLOSUM50	0.9291899779439606	1.7351394773200368
411	0.7	0.6	12	1	BLOSUM50	0.9278049827538238	1.7328765970453504
412	0.7	0.6	13	1	BLOSUM50	0.9272971488264303	1.7325143970434138
413	0.7	0.6	14	1	BLOSUM50	0.9279229778087958	1.733409294107454
414	0.7	0.6	15	1	BLOSUM50	0.9293247755784467	1.7349681118227078
415	0.7	0.6	16	1	BLOSUM50	0.9312387022979864	1.7394609511953447
416	0.7	0.6	17	1	BLOSUM50	0.9333588194376741	1.74426323204955
417	0.7	0.58	18	1	BLOSUM50	0.9356327827312078	1.6824015338672702
418	0.7	0.56	19	1	BLOSUM50	0.9380780065780712	1.6650550543908975
419	0.7	0.56	20	1	BLOSUM50	0.9409708631275627	1.670638974197607
420	0.7	0.58	1	2	BLOSUM50	2.234429415387323	3.704435659376173
421	0.7	0.6	2	2	BLOSUM50	1.9031058680223538	3.578266378514947
422	0.68	0.62	3	2	BLOSUM50	1.5795806909842438	3.3885171719294935
423	0.7	0.66	4	2	BLOSUM50	1.3757978457160123	3.2329823914670914
424	0.7	0.64	5	2	BLOSUM50	1.2915298579998642	3.112665378622609
425	0.7	0.62	6	2	BLOSUM50	1.2297825011821262	3.0238596093742434
426	0.7	0.64	7	2	BLOSUM50	1.1862752636303975	3.0202574824891792
427	0.7	0.66	8	2	BLOSUM50	1.1533476858845528	3.023755423020638
428	0.7	0.68	9	2	BLOSUM50	1.1366751318370603	3.034024685043475
429	0.7	0.68	10	2	BLOSUM50	1.136269996557453	3.0146183798015844
430	0.7	0.66	11	2	BLOSUM50	1.12773349656173	2.97758549150265
431	0.7	0.66	12	2	BLOSUM50	1.1229699703695084	2.966758462604549
432	0.7	0.66	13	2	BLOSUM50	1.1203397340355923	2.965088233156235
433	0.7	0.66	14	2	BLOSUM50	1.1193010955336544	2.9651260474176144
434	0.7	0.66	15	2	BLOSUM50	1.1195678793006747	2.966624010722037
435	0.7	0.66	16	2	BLOSUM50	1.120695087171521	2.971514350843612
436	0.7	0.66	17	2	BLOSUM50	1.1224704301584836	2.9768284181610407
437	0.7	0.66	18	2	BLOSUM50	1.1243996192992922	2.9823077747346685
438	0.7	0.66	19	2	BLOSUM50	1.126636587764761	2.9879433813082956
439	0.7	0.66	20	2	BLOSUM50	1.1293211889328578	2.9937352378819235
440	0.7	0.58	1	3	BLOSUM50	2.9959882202940684	5.305905077697599
441	0.7	0.64	2	3	BLOSUM50	2.660259645684639	5.389709134557693
442	0.7	0.66	3	3	BLOSUM50	2.3422968764559546	5.152103752796446
443	0.7	0.64	4	3	BLOSUM50	2.0488371917185484	4.84327757024727
444	0.7	0.64	5	3	BLOSUM50	1.7940305865922728	4.610173799481952
445	0.7	0.68	6	3	BLOSUM50	1.577913990590614	4.504169100946966
446	0.7	0.78	7	3	BLOSUM50	1.5259958472890458	4.666210468965851
447	0.68	0.78	8	3	BLOSUM50	1.4473590011348298	4.611121929025036
448	0.68	0.76	9	3	BLOSUM50	1.3962510076218273	4.533205675536659
449	0.7	0.78	10	3	BLOSUM50	1.431383113800293	4.53084660356239
450	0.7	0.76	11	3	BLOSUM50	1.3760760598643114	4.471867929420374
451	0.7	0.76	12	3	BLOSUM50	1.4061098834528687	4.449538966528557
452	0.68	0.76	13	3	BLOSUM50	1.3342558272637417	4.431777131416449
453	0.7	0.78	14	3	BLOSUM50	1.352441778145262	4.443966521719313
454	0.7	0.78	15	3	BLOSUM50	1.3504372182999131	4.437999235690622
455	0.7	0.78	16	3	BLOSUM50	1.3502116581306254	4.439379412630849
456	0.7	0.78	17	3	BLOSUM50	1.3503450234709589	4.4443240309511385
457	0.68	0.78	18	3	BLOSUM50	1.328154582747227	4.450472133147108
458	0.7	0.78	19	3	BLOSUM50	1.3948349167942675	4.456975484912785
459	0.7	0.78	20	3	BLOSUM50	1.3969288699384936	4.463478836678463
460	0.7	0.64	1	4	BLOSUM50	3.814350566419137	7.449406385535728
461	0.7	0.64	2	4	BLOSUM50	3.4730383004599004	7.13961595678971
462	0.7	0.64	3	4	BLOSUM50	3.1430152287564828	6.8434018656374995
463	0.7	0.7	4	4	BLOSUM50	2.830295806498388	6.825470720840216
464	0.7	0.72	5	4	BLOSUM50	2.536698968191499	6.605734310134505
465	0.7	0.72	6	4	BLOSUM50	2.2701528541189497	6.335112396821865
466	0.7	0.76	7	4	BLOSUM50	2.031159418509097	6.264100993918605
467	0.7	0.74	8	4	BLOSUM50	1.8345714036168603	5.9867027350240996
468	0.7	0.78	9	4	BLOSUM50	1.8336429488556347	6.001762032090811
469	0.7	0.8	10	4	BLOSUM50	1.7774732362988879	5.978112458140401
470	0.7	0.8	11	4	BLOSUM50	1.7768579012991759	5.9201062812496925
471	0.7	0.8	12	4	BLOSUM50	1.7491635971116986	5.875029022133034
472	0.7	0.8	13	4	BLOSUM50	1.7247496214782703	5.8916377659368315
473	0.68	0.8	14	4	BLOSUM50	1.6840311796784715	5.868234392246282
474	0.7	0.8	15	4	BLOSUM50	1.761621522176628	5.851336363269306
475	0.7	0.78	16	4	BLOSUM50	1.7562566943343638	5.826051113721932
476	0.68	0.76	17	4	BLOSUM50	1.6885841754149924	5.788921439748856
477	0.68	0.76	18	4	BLOSUM50	1.689104535045642	5.7870103996298505
478	0.7	0.78	19	4	BLOSUM50	1.707513956505823	5.81174193090089
479	0.7	0.78	20	4	BLOSUM50	1.7096066993985073	5.815031224931008
480	0.7	0.62	1	5	BLOSUM50	4.6715128706361915	9.089060615076171
481	0.7	0.64	2	5	BLOSUM50	4.325904618964583	8.923113703474087
482	0.7	0.64	3	5	BLOSUM50	3.989560850591565	8.61809035010595
483	0.7	0.64	4	5	BLOSUM50	3.6634129407677034	8.324356959457727
484	0.7	0.7	5	5	BLOSUM50	3.3508354666964197	8.358629600850545
485	0.7	0.72	6	5	BLOSUM50	3.0550948489763696	8.153150367167074
486	0.7	0.74	7	5	BLOSUM50	2.78066381518176	8.031421168289198
487	0.7	0.78	8	5	BLOSUM50	2.5259431123450296	7.9104207859657105
488	0.68	0.76	9	5	BLOSUM50	2.2534025811926877	7.583546990695752
489	0.68	0.78	10	5	BLOSUM50	2.0869169416334032	7.4033464999552105
490	0.7	0.82	11	5	BLOSUM50	2.113125495661757	7.423417520697877
491	0.7	0.82	12	5	BLOSUM50	2.0590079282085214	7.4188169853866075
492	0.7	0.84	13	5	BLOSUM50	2.067896388274481	7.405252640916489
493	0.7	0.82	14	5	BLOSUM50	2.0369281575947062	7.3143381317554175
494	0.7	0.82	15	5	BLOSUM50	2.0134346095658593	7.280872278676058
495	0.7	0.82	16	5	BLOSUM50	1.9955100917491535	7.2563398835330455
496	0.7	0.82	17	5	BLOSUM50	1.9804294124205883	7.238345487317589
497	0.7	0.82	18	5	BLOSUM50	2.0441911075251578	7.222989374134524
498	0.7	0.82	19	5	BLOSUM50	2.039187626950535	7.20964097294505
499	0.7	0.8	20	5	BLOSUM50	2.0389881589704473	7.189908245678847
