scores	norm_scores	matrix	labels	gap	ext
147.0	2.45	MATIO.txt	0	8	3
80.0	3.076923076923077	MATIO.txt	0	8	3
100.0	2.4390243902439024	MATIO.txt	0	8	3
210.0	2.282608695652174	MATIO.txt	0	8	3
46.0	0.323943661971831	PAM250.txt	1	8	3
63.0	0.5943396226415094	PAM250.txt	1	8	3
45.0	0.371900826446281	PAM250.txt	1	8	3
46.0	0.5542168674698795	PAM250.txt	1	8	3
60.0	0.40540540540540543	PAM250.txt	1	8	3
27.0	0.627906976744186	PAM250.txt	1	8	3
66.0	0.22525597269624573	PAM250.txt	1	8	3
41.0	0.422680412371134	PAM250.txt	1	8	3
32.0	0.35555555555555557	PAM250.txt	1	8	3
33.0	0.3626373626373626	PAM250.txt	1	8	3
57.0	0.57	PAM250.txt	1	8	3
39.0	0.3786407766990291	PAM250.txt	1	8	3
47.0	0.2596685082872928	PAM250.txt	1	8	3
38.0	0.2900763358778626	PAM250.txt	1	8	3
85.0	0.8585858585858586	PAM250.txt	1	8	3
35.0	0.2	PAM250.txt	1	8	3
40.0	0.2684563758389262	PAM250.txt	1	8	3
67.0	0.21753246753246752	PAM250.txt	1	8	3
52.0	0.20883534136546184	PAM250.txt	1	8	3
69.0	0.215625	PAM250.txt	1	8	3
75.0	0.24271844660194175	PAM250.txt	1	8	3
78.0	0.31451612903225806	PAM250.txt	1	8	3
50.0	0.25510204081632654	PAM250.txt	1	8	3
64.0	0.35555555555555557	PAM250.txt	1	8	3
72.0	0.9230769230769231	PAM250.txt	1	8	3
37.0	0.23417721518987342	PAM250.txt	1	8	3
66.0	0.20754716981132076	PAM250.txt	1	8	3
52.0	0.25	PAM250.txt	1	8	3
39.0	0.2689655172413793	PAM250.txt	1	8	3
52.0	0.4	PAM250.txt	1	8	3
44.0	0.29333333333333333	PAM250.txt	1	8	3
39.0	0.20855614973262032	PAM250.txt	1	8	3
61.0	0.46923076923076923	PAM250.txt	1	8	3
46.0	0.233502538071066	PAM250.txt	1	8	3
45.0	0.1906779661016949	PAM250.txt	1	8	3
68.0	0.591304347826087	PAM250.txt	1	8	3
52.0	0.2157676348547718	PAM250.txt	1	8	3
52.0	0.31901840490797545	PAM250.txt	1	8	3
40.0	0.23255813953488372	PAM250.txt	1	8	3
40.0	0.3305785123966942	PAM250.txt	1	8	3
41.0	0.3253968253968254	PAM250.txt	1	8	3
47.0	0.4017094017094017	PAM250.txt	1	8	3
43.0	0.3412698412698413	PAM250.txt	1	8	3
59.0	0.3155080213903743	PAM250.txt	1	8	3
110.0	0.859375	PAM250.txt	1	8	3
41.0	0.3178294573643411	PAM250.txt	1	8	3
87.0	0.2797427652733119	PAM250.txt	1	8	3
261.0	1.6730769230769231	PAM250.txt	1	8	3
66.0	1.5714285714285714	PAM250.txt	1	8	3
60.0	1.3636363636363635	PAM250.txt	1	8	3
33.0	0.38372093023255816	PAM250.txt	0	8	3
31.0	0.3875	PAM250.txt	0	8	3
27.0	0.5294117647058824	PAM250.txt	0	8	3
57.0	0.37748344370860926	PAM250.txt	0	8	3
45.0	0.6923076923076923	PAM250.txt	0	8	3
29.0	0.29591836734693877	PAM250.txt	0	8	3
62.0	0.41333333333333333	PAM250.txt	0	8	3
27.0	0.8709677419354839	PAM250.txt	0	8	3
30.0	0.379746835443038	PAM250.txt	0	8	3
15.0	0.375	PAM250.txt	0	8	3
47.0	0.31333333333333335	PAM250.txt	0	8	3
24.0	0.5106382978723404	PAM250.txt	0	8	3
25.0	0.25510204081632654	PAM250.txt	0	8	3
51.0	0.3072289156626506	PAM250.txt	0	8	3
42.0	0.4158415841584158	PAM250.txt	0	8	3
39.0	0.32231404958677684	PAM250.txt	0	8	3
39.0	0.3939393939393939	PAM250.txt	0	8	3
36.0	0.7058823529411765	PAM250.txt	0	8	3
26.0	1.3	PAM250.txt	0	8	3
40.0	0.21052631578947367	PAM250.txt	0	8	3
49.0	0.20164609053497942	PAM250.txt	0	8	3
38.0	0.5135135135135135	PAM250.txt	0	8	3
29.0	0.32222222222222224	PAM250.txt	0	8	3
48.0	0.2742857142857143	PAM250.txt	0	8	3
53.0	0.2398190045248869	PAM250.txt	0	8	3
41.0	0.5189873417721519	PAM250.txt	0	8	3
44.0	0.2838709677419355	PAM250.txt	0	8	3
52.0	0.3969465648854962	PAM250.txt	0	8	3
55.0	0.24336283185840707	PAM250.txt	0	8	3
42.0	0.4827586206896552	PAM250.txt	0	8	3
53.0	0.2217573221757322	PAM250.txt	0	8	3
46.0	0.2967741935483871	PAM250.txt	0	8	3
36.0	0.28125	PAM250.txt	0	8	3
44.0	0.4444444444444444	PAM250.txt	0	8	3
39.0	0.5342465753424658	PAM250.txt	0	8	3
58.0	0.8529411764705882	PAM250.txt	0	8	3
32.0	0.8888888888888888	PAM250.txt	0	8	3
42.0	0.3442622950819672	PAM250.txt	0	8	3
35.0	0.3181818181818182	PAM250.txt	0	8	3
26.0	0.38235294117647056	PAM250.txt	0	8	3
25.0	0.6756756756756757	PAM250.txt	0	8	3
26.0	0.5531914893617021	PAM250.txt	0	8	3
47.0	0.34306569343065696	PAM250.txt	0	8	3
43.0	0.33858267716535434	PAM250.txt	0	8	3
48.0	0.2033898305084746	PAM250.txt	0	8	3
29.0	0.48333333333333334	PAM250.txt	0	8	3
27.0	0.45	PAM250.txt	0	8	3
22.0	0.8461538461538461	PAM250.txt	0	8	3
36.0	0.8780487804878049	PAM250.txt	0	8	3
38.0	0.41304347826086957	PAM250.txt	0	8	3
